,ALL SHARE rt,HEALTHCARE rt,MANUFACTURING rt,MOTORS rt,PLANTATIONS rt,SERVICES rt,TELECOMUNICATION rt,TRADING rt,CONSTRUCTION/ENG rt,DIVERS HOLDINGS rt,INFO TECHNOLOGY rt,INVESTMENT TRUST rt,OIL PALMS rt,CHEMICALS & PHARMACEUTICAL rt,FOOTWEAR & TEXTILES rt,HOTELS & TRAVELS rt,LAND & PROPERTY rt,POWER & ENERGY rt,STORES & SUPPLIES rt,BANKS FINANCE & INS rt,BEVERAGES FOOD & TOBACCO rt,S&P SRI LANKA rt,MSCI SRI LANKA rt,ALL SHARE pt,HEALTHCARE pt,MANUFACTURING pt,MILANKA pt,MOTORS pt,PLANTATIONS pt,SERVICES pt,TELECOMUNICATION pt,TRADING pt,CONSTRUCTION/ENG pt,DIVERS HOLDINGS pt,INFO TECHNOLOGY pt,INVESTMENT TRUST pt,OIL PALMS pt,CHEMICALS & PHARMACEUTICAL pt,FOOTWEAR & TEXTILES pt,HOTELS & TRAVELS pt,LAND & PROPERTY pt,POWER & ENERGY pt,STORES & SUPPLIES pt,BANKS FINANCE & INS pt,BEVERAGES FOOD & TOBACCO pt,S&P SRI LANKA pt,MSCI SRI LANKA pt,Monday Dummy,Tuesday Dummy,Wednesday Dummy,Thursday Dummy,Friday Dummy,MSCI World Index,Du,Dd,ALL SHARE %,HEALTHCARE %,MANUFACTURING %,MOTORS %,PLANTATIONS %,SERVICES %,TELECOMUNICATION %,TRADING %,CONSTRUCTION/ENG %,DIVERS HOLDINGS %,INFO TECHNOLOGY %,INVESTMENT TRUST %,OIL PALMS %,CHEMICALS & PHARMACEUTICAL %,FOOTWEAR & TEXTILES %,HOTELS & TRAVELS %,LAND & PROPE%Y %,POWER & ENERGY %,STORES & SUPPLIES %,BANKS FINANCE & INS %,BEVERAGES FOOD & TOBACCO %
2007-10-19,-0.000419036,-0.014726186,-0.000660667,-0.002214186,-0.013953715,0,-0.004404831,-0.00894784,0.038199117,-0.001882754,0.028142917,-0.015637336,-0.005166837,0.011748892,0.029773654,0.000129848,-0.015495793,0,0.000304295,0.010837062,0.003325166,0.00602237,0.00376427,7.872653301,5.937087556,7.020825002,8.176037203,7.975843066,6.086342815,8.652468562,5.65396178,7.825381119,6.434578621,6.574182834,4.963264123,9.322849078,9.770467458,7.869229679,6.760970736,7.17725556,5.681127784,4.502694394,9.327306185,8.524905376,8.079075751,5.154504731,5.963203952,0,0,0,0,1,0.00958,1,0,-0.0419036,-1.4726186,-0.0660667,-0.2214186,-1.3953715,0,-0.4404831,-0.894784,3.8199117,-0.1882754,2.8142917,-1.5637336,-0.5166837,1.1748892,2.9773654,0.0129848,-1.5495793,0,0.0304295,1.0837062,0.3325166
2007-10-22,-0.004728213,-0.015026679,-0.011398003,0.01006666,0.016439468,-0.010425807,-0.001788439,-0.006649203,-0.000465583,-0.000586469,0.027372525,-0.002567,-0.004097721,-0.014371283,-0.004806083,-0.022218417,-0.003894645,-0.025584878,-0.001983139,-0.005265181,-0.006302656,-0.003006652,-0.002394508,7.867925088,5.922060877,7.009426999,8.171746404,7.985909726,6.102782283,8.642042756,5.652173341,7.818731916,6.434113038,6.573596365,4.990636648,9.320282078,9.766369736,7.854858396,6.756164653,7.155037143,5.677233139,4.477109516,9.325323046,8.519640195,8.072773095,5.15149808,5.960809444,1,0,0,0,0,-0.00493,0,1,-0.4728213,-1.5026679,-1.1398003,1.006666,1.6439468,-1.0425807,-0.1788439,-0.6649203,-0.0465583,-0.0586469,2.7372525,-0.2567,-0.4097721,-1.4371283,-0.4806083,-2.2218417,-0.3894645,-2.5584878,-0.1983139,-0.5265181,-0.6302656
2007-10-23,0.001640984,0.002943303,-0.002260869,-0.010052913,0.021047352,0,0,0.017910427,-0.004748462,0.001493423,0.206810109,-0.004239349,0.009264558,-0.000488827,0.03969771,0.004503564,-0.007352216,0,0,0.004457108,-0.003117788,0.00427598,0.000425251,7.869566072,5.92500418,7.00716613,8.171938502,7.975856812,6.123829635,8.642042756,5.652173341,7.836642343,6.429364576,6.575089788,5.197446756,9.316042729,9.775634294,7.854369569,6.795862362,7.159540707,5.669880923,4.477109516,9.325323046,8.524097303,8.069655307,5.15577406,5.961234695,0,1,0,0,0,0.00175,1,0,0.1640984,0.2943303,-0.2260869,-1.0052913,2.1047352,0,0,1.7910427,-0.4748462,0.1493423,20.6810109,-0.4239349,0.9264558,-0.0488827,3.969771,0.4503564,-0.7352216,0,0,0.4457108,-0.3117788
2007-10-24,-0.000386097,-0.002407513,-0.000335043,0.002981958,-0.002477827,0.010425807,0,-0.008815488,-0.011472836,-0.004374907,0.251314428,0.022708448,-0.003734311,-0.010975936,-0.008163952,0.013183134,0.000413708,0,0,-0.001417192,-0.000209659,-0.004218075,-0.005107212,7.869179975,5.922596668,7.006831087,8.169933782,7.97883877,6.121351808,8.652468562,5.652173341,7.827826854,6.417891741,6.570714881,5.448761184,9.338751177,9.771899984,7.843393633,6.78769841,7.172723842,5.67029463,4.477109516,9.325323046,8.522680111,8.069445648,5.151555985,5.956127483,0,0,1,0,0,-0.00096,0,1,-0.0386097,-0.2407513,-0.0335043,0.2981958,-0.2477827,1.0425807,0,-0.8815488,-1.1472836,-0.4374907,25.1314428,2.2708448,-0.3734311,-1.0975936,-0.8163952,1.3183134,0.0413708,0,0,-0.1417192,-0.0209659
2007-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.869179975,5.922596668,7.006831087,8.169933782,7.97883877,6.121351808,8.652468562,5.652173341,7.827826854,6.417891741,6.570714881,5.448761184,9.338751177,9.771899984,7.843393633,6.78769841,7.172723842,5.67029463,4.477109516,9.325323046,8.522680111,8.069445648,5.151555985,5.956127483,0,0,0,1,0,0.02011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-26,0.001848853,0.018205964,0.000715227,0.013659732,-0.002351934,-0.010425807,0,0.009597269,0.009276097,0.000294124,0.025314582,0.006065891,-0.001565038,-0.002537704,0.020081825,0.005020406,0.003200443,-0.009134569,0,0.004843537,-0.000892325,0.003987407,0.00264082,7.871028828,5.940802632,7.007546314,8.170544954,7.992498502,6.118999874,8.642042756,5.652173341,7.837424124,6.427167838,6.571009005,5.474075766,9.344817068,9.770334945,7.840855929,6.807780236,7.177744248,5.673495074,4.467974947,9.325323046,8.527523648,8.068553323,5.155543393,5.958768303,0,0,0,0,1,-0.01076,0,1,0.1848853,1.8205964,0.0715227,1.3659732,-0.2351934,-1.0425807,0,0.9597269,0.9276097,0.0294124,2.5314582,0.6065891,-0.1565038,-0.2537704,2.0081825,0.5020406,0.3200443,-0.9134569,0,0.4843537,-0.0892325
2007-10-29,-0.002112708,0.002469072,0.009583414,-0.016772289,-0.01150939,0.008213469,-0.007999338,0.028147634,-0.012807648,0.000140029,-0.060066438,0.009718016,0.011387717,0.006629226,-0.005918948,-0.000427589,0.029253533,0.009134569,0,-0.007017949,0.000839121,0.004832873,-0.000878637,7.868916121,5.943271705,7.017129728,8.16685243,7.975726213,6.107490484,8.650256224,5.644174003,7.865571758,6.41436019,6.571149033,5.414009329,9.354535084,9.781722662,7.847485155,6.801861288,7.177316659,5.702748607,4.477109516,9.325323046,8.520505699,8.069392444,5.160376265,5.957889666,1,0,0,0,0,-0.0148,0,1,-0.2112708,0.2469072,0.9583414,-1.6772289,-1.150939,0.8213469,-0.7999338,2.8147634,-1.2807648,0.0140029,-6.0066438,0.9718016,1.1387717,0.6629226,-0.5918948,-0.0427589,2.9253533,0.9134569,0,-0.7017949,0.0839121
2007-10-30,-0.002258997,-0.014134791,0.001370544,0.000941309,-0.004685835,-0.008065198,0,-0.000748553,-0.014800663,0.000238004,-0.036049334,0.032237872,0.002692461,0.007857952,-0.001067806,-0.013586716,0.013653899,-0.009134569,0.002280227,-0.006427354,-0.005256093,0.001605781,-0.001505814,7.866657124,5.929136913,7.018500272,8.165923612,7.976667522,6.102804649,8.642191027,5.644174003,7.864823204,6.399559527,6.571387037,5.377959994,9.386772956,9.784415123,7.855343107,6.800793482,7.163729943,5.716402506,4.467974947,9.327603272,8.514078345,8.064136351,5.161982047,5.956383852,0,1,0,0,0,0.02955,1,0,-0.2258997,-1.4134791,0.1370544,0.0941309,-0.4685835,-0.8065198,0,-0.0748553,-1.4800663,0.0238004,-3.6049334,3.2237872,0.2692461,0.7857952,-0.1067806,-1.3586716,1.3653899,-0.9134569,0.2280227,-0.6427354,-0.5256093
2007-10-31,0.002450203,0.004354182,-0.002321174,0.010153585,0.001341052,0.051094359,0.001767472,0.002339766,0.004047783,-0.002761523,0.018164432,-0.009494583,0.006965877,0.013385596,0.013310241,0.00592026,-0.001020896,-0.017122121,0.001484115,0.007505194,0.006056984,0.003774884,0.001141211,7.869107327,5.933491095,7.016179098,8.168936996,7.986821108,6.104145701,8.693285386,5.645941475,7.86716297,6.40360731,6.568625514,5.396124427,9.377278373,9.791381,7.868728703,6.814103723,7.169650203,5.71538161,4.450852826,9.329087387,8.52158354,8.070193335,5.165756931,5.957525064,0,0,1,0,0,0.00507,1,0,0.2450203,0.4354182,-0.2321174,1.0153585,0.1341052,5.1094359,0.1767472,0.2339766,0.4047783,-0.2761523,1.8164432,-0.9494583,0.6965877,1.3385596,1.3310241,0.592026,-0.1020896,-1.7122121,0.1484115,0.7505194,0.6056984
2007-11-01,0.004734057,0.003147609,0.010700539,-0.000615432,0.03332214,0.014789288,0,0.002716457,0.005843626,0.012096837,0,0.009828991,0.019565186,0.02234024,0.00958493,0.00094615,0.02540759,0.010216016,0,-0.003752552,0.005432847,0.001255135,-0.002856771,7.873841384,5.936638705,7.026879637,8.168868997,7.986205676,6.137467841,8.708074674,5.645941475,7.869879427,6.409450936,6.580722352,5.396124427,9.387107364,9.810946186,7.891068943,6.823688653,7.170596353,5.7407892,4.461068842,9.329087387,8.517830988,8.075626182,5.167012066,5.954668293,0,0,0,1,0,0.00741,1,0,0.4734057,0.3147609,1.0700539,-0.0615432,3.332214,1.4789288,0,0.2716457,0.5843626,1.2096837,0,0.9828991,1.9565186,2.234024,0.958493,0.094615,2.540759,1.0216016,0,-0.3752552,0.5432847
2007-11-02,0.006297584,0,0.00190673,-0.004554388,0,-0.009857434,0.011552703,-0.001468266,0.013747325,0,0,0.046603733,0.026101305,0.019694068,0.004850244,-0.005690376,-0.00089983,0,0,0.007387911,0.010343997,0.009589542,0.005204963,7.880138968,5.936638705,7.028786367,8.177159019,7.981651288,6.137467841,8.69821724,5.657494178,7.868411161,6.423198261,6.580722352,5.396124427,9.433711097,9.837047491,7.910763011,6.828538896,7.164905976,5.739889371,4.461068842,9.329087387,8.525218899,8.085970178,5.176601608,5.959873256,0,0,0,0,1,-0.02288,0,1,0.6297584,0,0.190673,-0.4554388,0,-0.9857434,1.1552703,-0.1468266,1.3747325,0,0,4.6603733,2.6101305,1.9694068,0.4850244,-0.5690376,-0.089983,0,0,0.7387911,1.0343997
2007-11-05,-0.00468527,-0.008273715,-0.010348759,0.002705817,-0.00819979,0.026879156,-0.00978835,-0.000172204,-0.009739304,-0.001651711,-0.027395196,-0.01632241,-0.000255451,-0.004481007,-0.008347875,0.00136772,-0.02194104,-0.013722741,0,-0.001954177,0.003938585,-0.004527968,-0.002381815,7.875453699,5.92836499,7.018437609,8.171251864,7.984357105,6.129268051,8.725096396,5.647705828,7.868238957,6.413458957,6.57907064,5.368729231,9.417388687,9.83679204,7.906282004,6.820191022,7.166273696,5.71794833,4.447346101,9.329087387,8.523264722,8.089908764,5.17207364,5.957491441,1,0,0,0,0,-0.01788,0,1,-0.468527,-0.8273715,-1.0348759,0.2705817,-0.819979,2.6879156,-0.978835,-0.0172204,-0.9739304,-0.1651711,-2.7395196,-1.632241,-0.0255451,-0.4481007,-0.8347875,0.136772,-2.194104,-1.3722741,0,-0.1954177,0.3938585
2007-11-06,-0.004474485,-0.015186361,-0.005304814,-0.000398759,-0.011038703,-0.017021722,0,-0.005195335,-0.010315315,-0.003437075,-0.076933081,-0.009939136,-0.015427107,-0.028338891,0.00275772,-0.011931814,-0.019815116,-0.009411834,0.000552204,0.00038359,-0.011809856,-0.001191997,-0.001734386,7.870979214,5.913178629,7.013132794,8.167947723,7.983958346,6.118229348,8.708074674,5.647705828,7.863043622,6.403143642,6.575633565,5.29179615,9.407449551,9.821364933,7.877943112,6.822948742,7.154341882,5.698133214,4.437934267,9.329639591,8.523648312,8.078098908,5.170881643,5.955757055,0,1,0,0,0,-0.00968,0,1,-0.4474485,-1.5186361,-0.5304814,-0.0398759,-1.1038703,-1.7021722,0,-0.5195335,-1.0315315,-0.3437075,-7.6933081,-0.9939136,-1.5427107,-2.8338891,0.275772,-1.1931814,-1.9815116,-0.9411834,0.0552204,0.038359,-1.1809856
2007-11-07,0.0013616,0.0007297,0.008816866,0.001321769,0.005446972,0.007331468,0,0.020169007,0.007097028,-0.010593973,0.067616316,0.00646575,0.025202471,0.001946226,0.007277334,0.008698819,0.001540832,0.005305052,0,0.000629722,0.010831266,-0.000227208,-0.002344904,7.872340814,5.913908329,7.021949661,8.170259221,7.985280115,6.123676319,8.715406142,5.647705828,7.883212629,6.410240669,6.565039593,5.359412466,9.413915301,9.846567404,7.879889338,6.830226076,7.163040701,5.699674047,4.443239319,9.329639591,8.524278035,8.088930175,5.170654435,5.953412151,0,0,1,0,0,-0.02439,0,1,0.13616,0.07297,0.8816866,0.1321769,0.5446972,0.7331468,0,2.0169007,0.7097028,-1.0593973,6.7616316,0.646575,2.5202471,0.1946226,0.7277334,0.8698819,0.1540832,0.5305052,0,0.0629722,1.0831266
2007-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.872340814,5.913908329,7.021949661,8.170259221,7.985280115,6.123676319,8.715406142,5.647705828,7.883212629,6.410240669,6.565039593,5.359412466,9.413915301,9.846567404,7.879889338,6.830226076,7.163040701,5.699674047,4.443239319,9.329639591,8.524278035,8.088930175,5.170654435,5.953412151,0,0,0,1,0,-0.01988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-11-09,-0.001617346,-0.00384366,0.004983236,-0.008784299,0.016423727,-0.002437307,-0.012559146,0.037829412,0.001594019,0.005142844,0.009316765,0.03791843,0.02285548,0.022191212,0.011250501,0.003858277,-0.01748981,-0.005305052,0,0.001688558,-0.006459959,-0.001819526,0.002609139,7.870723469,5.910064669,7.026932897,8.164954109,7.976495816,6.140100046,8.712968835,5.635146682,7.921042042,6.411834688,6.570182437,5.368729231,9.451833731,9.869422884,7.90208055,6.841476578,7.166898978,5.682184236,4.437934267,9.329639591,8.525966592,8.082470216,5.168834909,5.95602129,0,0,0,0,1,0.02353,1,0,-0.1617346,-0.384366,0.4983236,-0.8784299,1.6423727,-0.2437307,-1.2559146,3.7829412,0.1594019,0.5142844,0.9316765,3.791843,2.285548,2.2191212,1.1250501,0.3858277,-1.748981,-0.5305052,0,0.1688558,-0.6459959
2007-11-12,0.004559235,0.014137651,-0.004358972,-0.000192345,0.002431861,0.008189982,0,0.053772938,0.006611811,0.008471374,-0.076933081,0.018465708,0.077141878,0.009888423,0.007462443,-0.011791555,0.020364144,0,0,-0.00177594,0.006944772,0.000113817,-0.000585556,7.875282704,5.92420232,7.022573925,8.166701946,7.976303471,6.142531907,8.721158816,5.635146682,7.974814979,6.418446499,6.578653811,5.29179615,9.470299439,9.946564762,7.911968972,6.848939021,7.155107423,5.70254838,4.437934267,9.329639591,8.524190652,8.089414987,5.168948726,5.955435734,1,0,0,0,0,-0.02632,0,1,0.4559235,1.4137651,-0.4358972,-0.0192345,0.2431861,0.8189982,0,5.3772938,0.6611811,0.8471374,-7.6933081,1.8465708,7.7141878,0.9888423,0.7462443,-1.1791555,2.0364144,0,0,-0.177594,0.6944772
2007-11-13,-0.005506443,-0.024085812,0.001336398,-0.00680392,0.008646389,0.023002603,-0.016377582,-0.028944333,0.003517174,0.004022085,0.039181999,0.003916363,-0.019535991,-0.006608447,-0.015465576,0.015635003,-0.021250125,-0.009381935,0,-0.00236222,-0.003801953,-0.00222178,-0.002709417,7.86977626,5.900116508,7.023910324,8.158072402,7.969499551,6.151178296,8.744161419,5.6187691,7.945870646,6.421963673,6.582675897,5.330978149,9.474215802,9.927028771,7.905360525,6.833473446,7.170742426,5.681298255,4.428552332,9.329639591,8.521828432,8.085613035,5.166726946,5.952726318,0,1,0,0,0,0.02128,1,0,-0.5506443,-2.4085812,0.1336398,-0.680392,0.8646389,2.3002603,-1.6377582,-2.8944333,0.3517174,0.4022085,3.9181999,0.3916363,-1.9535991,-0.6608447,-1.5465576,1.5635003,-2.1250125,-0.9381935,0,-0.236222,-0.3801953
2007-11-14,0.004711883,-0.009329016,-0.001452304,-0.019737609,-0.00641343,-0.002929078,0.01003836,0.009554443,0.025738308,0.009518962,-0.029266549,-0.006144189,0.009464549,0.002405118,-0.002221313,-0.000407521,0.007404422,-0.008989094,0,0.001146016,0.005493887,0.007613241,0.007404929,7.874488143,5.890787491,7.02245802,8.164919974,7.949761942,6.144764865,8.741232342,5.62880746,7.955425089,6.447701981,6.592194858,5.3017116,9.468071613,9.93649332,7.907765643,6.831252133,7.170334905,5.688702677,4.419563238,9.329639591,8.522974448,8.091106921,5.174340187,5.960131246,0,0,1,0,0,-0.00902,0,1,0.4711883,-0.9329016,-0.1452304,-1.9737609,-0.641343,-0.2929078,1.003836,0.9554443,2.5738308,0.9518962,-2.9266549,-0.6144189,0.9464549,0.2405118,-0.2221313,-0.0407521,0.7404422,-0.8989094,0,0.1146016,0.5493887
2007-11-15,0.00465193,0.001464271,0.012880999,0.0031943,0.017117334,-0.01193228,-0.008225451,0.035832225,0.030300621,0.000466041,0.057700866,0.001603825,0.009128486,0.015318137,0.012199264,0.011059302,0.031576312,0.034551473,0,0.015524163,0.005744045,0.002204948,0.001703646,7.879140073,5.892251762,7.035339019,8.166764414,7.952956242,6.161882199,8.729300062,5.620582009,7.991257314,6.478002601,6.592660899,5.359412466,9.469675438,9.945621806,7.92308378,6.843451397,7.181394206,5.720278989,4.454114711,9.329639591,8.538498611,8.096850966,5.176545135,5.961834892,0,0,0,1,0,-0.00773,0,1,0.465193,0.1464271,1.2880999,0.31943,1.7117334,-1.193228,-0.8225451,3.5832225,3.0300621,0.0466041,5.7700866,0.1603825,0.9128486,1.5318137,1.2199264,1.1059302,3.1576312,3.4551473,0,1.5524163,0.5744045
2007-11-16,-0.006041076,-0.012249643,-0.012488759,-0.001823058,0.003871733,0.002791583,-0.001812908,-0.009940923,0.014040245,-0.003624386,-0.067616316,-0.010195556,-0.006082498,-0.025478805,-0.009536434,-0.010467297,-0.029581754,-0.010405191,0,-0.006207961,-0.010816146,-0.006458946,-0.002072593,7.873098998,5.880002119,7.022850261,8.162482032,7.951133184,6.165753932,8.732091645,5.6187691,7.981316391,6.492042846,6.589036513,5.29179615,9.459479881,9.939539308,7.897604975,6.833914963,7.17092691,5.690697235,4.44370952,9.329639591,8.532290649,8.08603482,5.170086189,5.959762299,0,0,0,0,1,-0.0018,0,1,-0.6041076,-1.2249643,-1.2488759,-0.1823058,0.3871733,0.2791583,-0.1812908,-0.9940923,1.4040245,-0.3624386,-6.7616316,-1.0195556,-0.6082498,-2.5478805,-0.9536434,-1.0467297,-2.9581754,-1.0405191,0,-0.6207961,-1.0816146
2007-11-19,-0.00582876,-0.005745773,-0.002462968,-0.000940984,0.026772143,0.000237119,-0.01668718,-0.011087358,-0.020717165,0.001154639,-0.030505904,-0.005820851,-0.014971023,6.69E-05,0.01720647,-0.008273631,0.001822047,-0.005302552,0,-0.000419705,-0.002811155,0.004989521,-0.002545053,7.867270238,5.874256346,7.020387293,8.15466975,7.9501922,6.192526075,8.732328764,5.60208192,7.970229033,6.471325681,6.590191152,5.261290246,9.45365903,9.924568284,7.897671867,6.851121433,7.162653279,5.692519282,4.438406968,9.329639591,8.531870944,8.083223665,5.17507571,5.957217246,1,0,0,0,0,0.00235,1,0,-0.582876,-0.5745773,-0.2462968,-0.0940984,2.6772143,0.0237119,-1.668718,-1.1087358,-2.0717165,0.1154639,-3.0505904,-0.5820851,-1.4971023,0.00669,1.720647,-0.8273631,0.1822047,-0.5302552,0,-0.0419705,-0.2811155
2007-11-20,-0.007810752,-0.005552829,-0.00422614,0.000659134,-0.001125193,0,-0.0188112,-0.005034216,-0.018157479,-0.002723785,-0.010326576,-0.00277615,0.026067609,-0.009783827,-0.027846193,0.0022295,-0.006731071,-0.01884373,0,-0.008711586,-0.000744182,-0.008976313,-0.006139892,7.859459486,5.868703517,7.016161153,8.143813787,7.950851334,6.191400882,8.732328764,5.583270719,7.965194817,6.453168202,6.587467367,5.25096367,9.45088288,9.950635893,7.887888039,6.823275241,7.164882779,5.685788211,4.419563238,9.329639591,8.523159358,8.082479483,5.166099397,5.951077354,0,1,0,0,0,-0.00122,0,1,-0.7810752,-0.5552829,-0.422614,0.0659134,-0.1125193,0,-1.88112,-0.5034216,-1.8157479,-0.2723785,-1.0326576,-0.277615,2.6067609,-0.9783827,-2.7846193,0.22295,-0.6731071,-1.884373,0,-0.8711586,-0.0744182
2007-11-21,-0.004674786,-0.01581162,-0.003064358,-0.000165624,-0.015180244,-0.029144092,-0.008610325,-0.017572805,0.019919703,-0.002786478,0.010326576,0.000247623,-0.025229816,-0.004064825,0.002130505,0.033510201,-0.008281268,-0.009678275,0,-0.007745749,-0.005153421,-0.00646955,-0.006109727,7.854784699,5.852891897,7.013096794,8.136055751,7.95068571,6.176220638,8.703184672,5.574660394,7.947622013,6.473087905,6.584680889,5.261290246,9.451130502,9.925406077,7.883823215,6.825405746,7.198392979,5.677506943,4.409884963,9.329639591,8.515413609,8.077326062,5.159629847,5.944967626,0,0,1,0,0,-0.00831,0,1,-0.4674786,-1.581162,-0.3064358,-0.0165624,-1.5180244,-2.9144092,-0.8610325,-1.7572805,1.9919703,-0.2786478,1.0326576,0.0247623,-2.5229816,-0.4064825,0.2130505,3.3510201,-0.8281268,-0.9678275,0,-0.7745749,-0.5153421
2007-11-22,0.008081945,0.004984113,0.004893102,-0.004531807,0.007041262,-0.001292752,0.017109861,-0.000986757,0.057308557,0.000345282,0.010272384,0.000201983,0.038704215,0.000278786,0.043005612,0.003799008,0.015787389,-0.006586193,-0.001104712,0.005026306,-0.000621193,0.001205476,0.001269403,7.862866644,5.85787601,7.017989897,8.143758586,7.946153903,6.1832619,8.70189192,5.591770256,7.946635256,6.530396462,6.585026171,5.271562629,9.451332486,9.964110292,7.884102,6.868411358,7.202191987,5.693294333,4.40329877,9.328534879,8.520439915,8.076704868,5.160835323,5.946237029,0,0,0,1,0,-0.02492,0,1,0.8081945,0.4984113,0.4893102,-0.4531807,0.7041262,-0.1292752,1.7109861,-0.0986757,5.7308557,0.0345282,1.0272384,0.0201983,3.8704215,0.0278786,4.3005612,0.3799008,1.5787389,-0.6586193,-0.1104712,0.5026306,-0.0621193
2007-11-23,-0.005470967,0.020391843,-0.008580964,-0.005292436,0.066191971,0.018893331,-0.014231508,-0.033827734,0.032513624,-0.009838761,-0.020598959,-0.006980633,-0.004046773,0.000301302,-0.007433271,0.000886099,-0.013838704,-0.015290064,0.003460136,-0.003650805,0.007629407,-0.005118925,-0.010909065,7.857395677,5.878267853,7.009408933,8.133786987,7.940861467,6.249453871,8.720785252,5.577538748,7.912807522,6.562910087,6.57518741,5.25096367,9.444351853,9.960063519,7.884403303,6.860978087,7.203078087,5.679455628,4.388008706,9.331995014,8.51678911,8.084334276,5.155716398,5.935327964,0,0,0,0,1,0.02709,1,0,-0.5470967,2.0391843,-0.8580964,-0.5292436,6.6191971,1.8893331,-1.4231508,-3.3827734,3.2513624,-0.9838761,-2.0598959,-0.6980633,-0.4046773,0.0301302,-0.7433271,0.0886099,-1.3838704,-1.5290064,0.3460136,-0.3650805,0.7629407
2007-11-26,-0.004307502,-0.002859708,-0.00548021,0.003286666,-0.000676257,0,0.000982801,-0.019220523,0.033566906,-0.00152121,-0.133568839,-0.000766323,-0.022813875,-0.022683929,-0.00566413,-0.020574011,-0.005307959,-0.014392339,-0.011131675,-0.003778654,-0.008431317,-0.003003005,0.003579332,7.853088175,5.875408145,7.003928722,8.132083499,7.944148133,6.248777614,8.720785252,5.578521549,7.893586999,6.596476993,6.5736662,5.117394831,9.44358553,9.937249644,7.861719374,6.855313957,7.182504076,5.67414767,4.373616367,9.320863339,8.513010456,8.075902959,5.152713393,5.938907296,1,0,0,0,0,-0.01876,0,1,-0.4307502,-0.2859708,-0.548021,0.3286666,-0.0676257,0,0.0982801,-1.9220523,3.3566906,-0.152121,-13.3568839,-0.0766323,-2.2813875,-2.2683929,-0.566413,-2.0574011,-0.5307959,-1.4392339,-1.1131675,-0.3778654,-0.8431317
2007-11-27,-0.003846263,-0.00343121,-0.003457535,0.004237152,-0.0044748,0.004830872,-0.010558798,0.019827941,0.011968878,-0.002083203,-0.036363206,0.009918252,0.002623356,-0.019656643,-0.007605967,-0.005271429,-0.015781058,0.015510004,0.010912058,0.006755423,-0.013388229,-0.003534289,-0.001930615,7.849241911,5.871976934,7.000471187,8.126781214,7.948385285,6.244302814,8.725616124,5.567962752,7.91341494,6.60844587,6.571582997,5.081031625,9.453503782,9.939873,7.842062731,6.84770799,7.177232647,5.658366611,4.389126372,9.331775398,8.519765879,8.06251473,5.149179104,5.936976682,0,1,0,0,0,0.01915,1,0,-0.3846263,-0.343121,-0.3457535,0.4237152,-0.44748,0.4830872,-1.0558798,1.9827941,1.1968878,-0.2083203,-3.6363206,0.9918252,0.2623356,-1.9656643,-0.7605967,-0.5271429,-1.5781058,1.5510004,1.0912058,0.6755423,-1.3388229
2007-11-28,-0.00036281,-0.006557586,-0.004970634,-0.017952485,0.098962317,0,-0.001949207,0.005999431,-0.012132711,0.000391806,-0.012379026,-0.020724907,-0.002304362,0.007307888,0.007521656,-0.008159805,0.004836895,-0.004852265,0,-0.002140781,-0.002701186,-0.000348311,-0.000718338,7.848879101,5.865419349,6.995500553,8.125406111,7.9304328,6.343265131,8.725616124,5.566013545,7.919414371,6.596313159,6.571974803,5.068652598,9.432778875,9.937568638,7.849370619,6.855229647,7.169072842,5.663203506,4.384274107,9.331775398,8.517625098,8.059813543,5.148830793,5.936258344,0,0,1,0,0,0.00876,1,0,-0.036281,-0.6557586,-0.4970634,-1.7952485,9.8962317,0,-0.1949207,0.5999431,-1.2132711,0.0391806,-1.2379026,-2.0724907,-0.2304362,0.7307888,0.7521656,-0.8159805,0.4836895,-0.4852265,0,-0.2140781,-0.2701186
2007-11-29,-0.001819936,-0.003636471,-0.004112097,0.038945696,-0.003558597,-3.90E-05,0.003856512,-0.027795696,-0.012959263,-0.003854758,-0.051306538,-0.011855911,-0.013353396,-0.004992709,0.000126464,-0.011851509,-0.002050214,0.009186905,-0.004196138,-0.002075256,-0.00650514,-0.001627056,-0.003925627,7.847059165,5.861782878,6.991388456,8.12574045,7.969378496,6.339706533,8.725577154,5.569870057,7.891618674,6.583353896,6.568120045,5.01734606,9.420922964,9.924215242,7.84437791,6.85535611,7.157221333,5.661153293,4.393461012,9.32757926,8.515549842,8.053308404,5.147203737,5.932332717,0,0,0,1,0,0.01556,1,0,-0.1819936,-0.3636471,-0.4112097,3.8945696,-0.3558597,-0.0039,0.3856512,-2.7795696,-1.2959263,-0.3854758,-5.1306538,-1.1855911,-1.3353396,-0.4992709,0.0126464,-1.1851509,-0.2050214,0.9186905,-0.4196138,-0.2075256,-0.650514
