,ALL SHARE rt,HEALTHCARE rt,MANUFACTURING rt,MOTORS rt,PLANTATIONS rt,SERVICES rt,TELECOMUNICATION rt,TRADING rt,CONSTRUCTION/ENG rt,DIVERS HOLDINGS rt,INFO TECHNOLOGY rt,INVESTMENT TRUST rt,OIL PALMS rt,CHEMICALS & PHARMACEUTICAL rt,FOOTWEAR & TEXTILES rt,HOTELS & TRAVELS rt,LAND & PROPERTY rt,POWER & ENERGY rt,STORES & SUPPLIES rt,BANKS FINANCE & INS rt,BEVERAGES FOOD & TOBACCO rt,S&P SRI LANKA rt,MSCI SRI LANKA rt,ALL SHARE pt,HEALTHCARE pt,MANUFACTURING pt,MILANKA pt,MOTORS pt,PLANTATIONS pt,SERVICES pt,TELECOMUNICATION pt,TRADING pt,CONSTRUCTION/ENG pt,DIVERS HOLDINGS pt,INFO TECHNOLOGY pt,INVESTMENT TRUST pt,OIL PALMS pt,CHEMICALS & PHARMACEUTICAL pt,FOOTWEAR & TEXTILES pt,HOTELS & TRAVELS pt,LAND & PROPERTY pt,POWER & ENERGY pt,STORES & SUPPLIES pt,BANKS FINANCE & INS pt,BEVERAGES FOOD & TOBACCO pt,S&P SRI LANKA pt,MSCI SRI LANKA pt,Monday Dummy,Tuesday Dummy,Wednesday Dummy,Thursday Dummy,Friday Dummy,MSCI World Index,Du,Dd,ALL SHARE %,HEALTHCARE %,MANUFACTURING %,MOTORS %,PLANTATIONS %,SERVICES %,TELECOMUNICATION %,TRADING %,CONSTRUCTION/ENG %,DIVERS HOLDINGS %,INFO TECHNOLOGY %,INVESTMENT TRUST %,OIL PALMS %,CHEMICALS & PHARMACEUTICAL %,FOOTWEAR & TEXTILES %,HOTELS & TRAVELS %,LAND & PROPE%Y %,POWER & ENERGY %,STORES & SUPPLIES %,BANKS FINANCE & INS %,BEVERAGES FOOD & TOBACCO %
2004-01-01,0.000263591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.968276366,4.565389316,6.32148746,7.54844533,6.324000475,5.261653382,8.392242026,4.787491743,7.072930677,5.564520407,5.707442435,3.877431561,7.946759096,8.809041573,7.129057135,5.637998734,6.497528854,4.964242255,4.605170186,7.160768264,7.809297789,7.136721844,4.598246271,5.281227157,0,0,0,1,0,0.00168,1,0,0.0263591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-02,0.010570913,0,0.007876876,-0.0146278,0.00980653,0,0.040821995,0.037112171,0,0.001990711,0,0.001661512,0,0.0110789,0.001067426,0.025005024,0.005571045,0,0.007734589,0.007481886,-0.006783474,0.00452103,0.003107911,6.978847279,4.565389316,6.329364336,7.561771742,6.309372675,5.271459912,8.392242026,4.828313737,7.110042848,5.564520407,5.709433146,3.877431561,7.948420608,8.809041573,7.140136036,5.63906616,6.522533877,4.9698133,4.605170186,7.168502853,7.816779675,7.129938369,4.602767301,5.284335068,0,0,0,0,1,0.02384,1,0,1.0570913,0,0.7876876,-1.46278,0.980653,0,4.0821995,3.7112171,0,0.1990711,0,0.1661512,0,1.10789,0.1067426,2.5005024,0.5571045,0,0.7734589,0.7481886,-0.6783474
2004-01-05,0.03787899,0,0.035042128,0.09105087,-0.001027749,0,0.052212871,0.040737037,0.011049836,0.035491272,0,0.039409532,0,0.005769627,0.007087202,0.058659891,0.065189351,0,0.023001776,0.035931535,0.031450868,0.035740944,0.037703708,7.016726269,4.565389316,6.364406464,7.605223112,6.400423544,5.270432163,8.392242026,4.880526609,7.150779886,5.575570244,5.744924418,3.877431561,7.98783014,8.809041573,7.145905662,5.646153362,6.581193768,5.035002651,4.605170186,7.191504628,7.85271121,7.161389237,4.638508246,5.322038776,1,0,0,0,0,-0.02843,0,1,3.787899,0,3.5042128,9.105087,-0.1027749,0,5.2212871,4.0737037,1.1049836,3.5491272,0,3.9409532,0,0.5769627,0.7087202,5.8659891,6.5189351,0,2.3001776,3.5931535,3.1450868
2004-01-06,0.017018282,0,0.010618356,0.002653841,-0.008778781,0.065116232,0.061115814,0.019108862,0.032802046,0.00733071,0,0.043360113,0,0.027592782,0.003876657,0.021936717,-0.009150391,0,0.000376407,0.008746186,0.010421184,0.012590872,0.006710798,7.033744551,4.565389316,6.37502482,7.626414249,6.403077386,5.261653382,8.457358258,4.941642423,7.169888748,5.60837229,5.752255128,3.877431561,8.031190253,8.809041573,7.173498444,5.650030019,6.603130486,5.02585226,4.605170186,7.191881035,7.861457396,7.171810421,4.651099118,5.328749574,0,1,0,0,0,-0.00229,0,1,1.7018282,0,1.0618356,0.2653841,-0.8778781,6.5116232,6.1115814,1.9108862,3.2802046,0.733071,0,4.3360113,0,2.7592782,0.3876657,2.1936717,-0.9150391,0,0.0376407,0.8746186,1.0421184
2004-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.033744551,4.565389316,6.37502482,7.626414249,6.403077386,5.261653382,8.457358258,4.941642423,7.169888748,5.60837229,5.752255128,3.877431561,8.031190253,8.809041573,7.173498444,5.650030019,6.603130486,5.02585226,4.605170186,7.191881035,7.861457396,7.171810421,4.651099118,5.328749574,0,0,1,0,0,-0.00782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-08,0.018206305,0,0.00408025,0.005286647,0.001554807,0,0.03509132,-0.012153263,0.021404771,0.019497473,0,0.01041575,0,0,0.001757161,0.041049796,0.001312336,0,-0.007631029,0.021008455,0.001074526,0.024529532,0.023084863,7.051950857,4.565389316,6.37910507,7.649054325,6.408364033,5.263208189,8.457358258,4.976733742,7.157735484,5.629777061,5.771752601,3.877431561,8.041606003,8.809041573,7.173498444,5.65178718,6.644180282,5.027164596,4.605170186,7.184250006,7.882465851,7.172884947,4.67562865,5.351834437,0,0,0,1,0,0.01495,1,0,1.8206305,0,0.408025,0.5286647,0.1554807,0,3.509132,-1.2153263,2.1404771,1.9497473,0,1.041575,0,0,0.1757161,4.1049796,0.1312336,0,-0.7631029,2.1008455,0.1074526
2004-01-09,0.008405331,0,0.010464231,-0.023169634,0.005165301,0,-0.011793408,0,-0.021404771,0.019735454,0.098504771,-0.002448613,0,0.020788246,0.002805051,0.024302064,0.007838054,0,-0.024647107,0.004216874,0.014091714,0.002420182,0.015005691,7.060356187,4.565389316,6.389569301,7.655485337,6.385194399,5.26837349,8.457358258,4.964940335,7.157735484,5.60837229,5.791488055,3.975936331,8.03915739,8.809041573,7.19428669,5.65459223,6.668482346,5.035002651,4.605170186,7.159602898,7.886682725,7.186976661,4.678048831,5.366840128,0,0,0,0,1,-0.02654,0,1,0.8405331,0,1.0464231,-2.3169634,0.5165301,0,-1.1793408,0,-2.1404771,1.9735454,9.8504771,-0.2448613,0,2.0788246,0.2805051,2.4302064,0.7838054,0,-2.4647107,0.4216874,1.4091714
2004-01-12,-0.002948904,0,-0.00454355,0.000505774,0.002058673,0.001570026,-0.023297912,-0.00946836,0,0.014249142,0,0,0,-0.056690338,0,-0.012913304,-0.007838054,0,0.038281457,0.004012079,-0.009575997,0.000929282,0.015551808,7.057407283,4.565389316,6.385025751,7.654902836,6.385700173,5.270432163,8.458928283,4.941642423,7.148267124,5.60837229,5.805737197,3.975936331,8.03915739,8.809041573,7.137596352,5.65459223,6.655569042,5.027164596,4.605170186,7.197884355,7.890694804,7.177400664,4.678978113,5.382391935,1,0,0,0,0,0.0168,1,0,-0.2948904,0,-0.454355,0.0505774,0.2058673,0.1570026,-2.3297912,-0.946836,0,1.4249142,0,0,0,-5.6690338,0,-1.2913304,-0.7838054,0,3.8281457,0.4012079,-0.9575997
2004-01-13,0.010091577,0,0.015464226,0.01379286,0.017834868,0.029445592,0.012069724,-0.063655194,3.67E-05,0.0243842,0,0.003898841,-1.49E-06,0.010482061,-0.000175085,0.017665712,0.007317425,0,-0.01514478,0.005150803,-0.006358469,0.023318784,0.023339337,7.067498861,4.565389316,6.400489976,7.669910664,6.399493034,5.288267031,8.488373876,4.953712147,7.08461193,5.60840896,5.830121397,3.975936331,8.043056232,8.809040079,7.148078413,5.654417145,6.673234755,5.034482021,4.605170186,7.182739575,7.895845606,7.171042195,4.702296897,5.405731273,0,1,0,0,0,0.0151,1,0,1.0091577,0,1.5464226,1.379286,1.7834868,2.9445592,1.2069724,-6.3655194,0.00367,2.43842,0,0.3898841,-0.000149,1.0482061,-0.0175085,1.7665712,0.7317425,0,-1.514478,0.5150803,-0.6358469
2004-01-14,0.004447948,0,0.006719988,-6.65E-05,0.043485112,8.23E-06,0,0.026981749,-0.043888552,0.001761081,0,0.011752233,1.49E-06,0.007239822,-0.01499543,0.005484647,-0.020518936,0,-7.60E-06,0.009264129,0.000614628,0.00984251,0.007756832,7.071946809,4.565389316,6.407209965,7.674283024,6.399426535,5.331752143,8.48838211,4.953712147,7.111593679,5.564520407,5.831882477,3.975936331,8.054808464,8.809041573,7.155318235,5.639421715,6.678719402,5.013963084,4.605170186,7.182731979,7.905109736,7.171656823,4.712139407,5.413488104,0,0,1,0,0,-0.02621,0,1,0.4447948,0,0.6719988,-0.00665,4.3485112,0.000823,0,2.6981749,-4.3888552,0.1761081,0,1.1752233,0.000149,0.7239822,-1.499543,0.5484647,-2.0518936,0,-0.00076,0.9264129,0.0614628
2004-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071946809,4.565389316,6.407209965,7.674283024,6.399426535,5.331752143,8.48838211,4.953712147,7.111593679,5.564520407,5.831882477,3.975936331,8.054808464,8.809041573,7.155318235,5.639421715,6.678719402,5.013963084,4.605170186,7.182731979,7.905109736,7.171656823,4.712139407,5.413488104,0,0,0,1,0,-0.00465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-16,-0.03238287,0,-0.029633038,-0.037778694,-0.037442797,-0.063063008,-0.06110992,-0.020850399,0,-0.026747508,-0.063913326,-0.011755446,0,-0.014944434,-0.002135232,-0.055983078,-0.018779895,0,0,-0.028395376,-0.012987196,-0.040807019,-0.029970583,7.039563939,4.565389316,6.377576927,7.635757889,6.361647841,5.294309345,8.425319101,4.892602227,7.09074328,5.564520407,5.805134969,3.912023005,8.043053018,8.809041573,7.140373801,5.637286483,6.622736324,4.99518319,4.605170186,7.182731979,7.876714359,7.158669627,4.671332388,5.383517521,0,0,0,0,1,0.00315,1,0,-3.238287,0,-2.9633038,-3.7778694,-3.7442797,-6.3063008,-6.110992,-2.0850399,0,-2.6747508,-6.3913326,-1.1755446,0,-1.4944434,-0.2135232,-5.5983078,-1.8779895,0,0,-2.8395376,-1.2987196
2004-01-19,-0.051455231,0,-0.038099846,-0.021112186,-0.027998775,-0.1027063,-0.05078014,-0.06591633,-0.011173301,-0.081223123,0,-0.002251818,0,-0.0073173,-0.008227555,-0.083150368,-0.052113215,0,-0.031403267,-0.031846633,-0.043168739,-0.066462247,-0.069420314,6.988108708,4.565389316,6.33947708,7.575594908,6.340535655,5.26631057,8.322612801,4.841822087,7.024826951,5.553347107,5.723911846,3.912023005,8.0408012,8.809041573,7.133056501,5.629058928,6.539585956,4.943069975,4.605170186,7.151328712,7.844867727,7.115500888,4.604870141,5.314097207,1,0,0,0,0,-0.00572,0,1,-5.1455231,0,-3.8099846,-2.1112186,-2.7998775,-10.27063,-5.078014,-6.591633,-1.1173301,-8.1223123,0,-0.2251818,0,-0.73173,-0.8227555,-8.3150368,-5.2113215,0,-3.1403267,-3.1846633,-4.3168739
2004-01-20,0.010145194,0,0.008087245,0,0.005662821,0.122052707,0,0.030485893,0.011173301,0.001305909,0,-0.000740991,0,-0.000638825,0.00143575,0.041746423,0.024657818,0,0.015632002,0.008037813,0.006720401,0.007374959,-0.000295347,6.998253902,4.565389316,6.347564326,7.584661283,6.340535655,5.271973391,8.444665508,4.841822087,7.055312843,5.564520407,5.725217755,3.912023005,8.040060209,8.809041573,7.132417676,5.630494679,6.581332378,4.967727793,4.605170186,7.166960713,7.85290554,7.122221289,4.6122451,5.313801861,0,1,0,0,0,-0.0079,0,1,1.0145194,0,0.8087245,0,0.5662821,12.2052707,0,3.0485893,1.1173301,0.1305909,0,-0.0740991,0,-0.0638825,0.143575,4.1746423,2.4657818,0,1.5632002,0.8037813,0.6720401
2004-01-21,0.019628514,0,0.010537872,-0.006723309,0.007008239,-2.15E-06,0.025712363,0.015385775,0.011163509,0.020186394,0,-1.61E-05,0,-0.001630852,-0.000143482,0.040153164,0.011141598,0,3.09E-05,0.019942064,0.018651634,0.018495362,0.023620828,7.017882416,4.565389316,6.358102198,7.607639713,6.333812346,5.27898163,8.444663358,4.86753445,7.070698618,5.575683916,5.745404149,3.912023005,8.040044094,8.809041573,7.130786824,5.630351197,6.621485542,4.978869391,4.605170186,7.16699158,7.872847604,7.140872923,4.630740462,5.337422688,0,0,1,0,0,0.00639,1,0,1.9628514,0,1.0537872,-0.6723309,0.7008239,-0.000215,2.5712363,1.5385775,1.1163509,2.0186394,0,-0.00161,0,-0.1630852,-0.0143482,4.0153164,1.1141598,0,0.00309,1.9942064,1.8651634
2004-01-22,0.006232664,0,-0.000918727,-0.000390632,0.007010087,0,0.012764342,0.000365278,-0.011163509,0.004943794,0,0.000753885,0,0,0.005830295,0.004039443,0.015094368,0,0.000385746,0.013357851,-0.002617221,0.012110791,0.007859368,7.02411508,4.565389316,6.357183471,7.616465721,6.333421714,5.285991717,8.444663358,4.880298792,7.071063897,5.564520407,5.750347944,3.912023005,8.040797979,8.809041573,7.130786824,5.636181491,6.625524985,4.99396376,4.605170186,7.167377325,7.886205454,7.138255702,4.642851253,5.345282056,0,0,0,1,0,-0.02416,0,1,0.6232664,0,-0.0918727,-0.0390632,0.7010087,0,1.2764342,0.0365278,-1.1163509,0.4943794,0,0.0753885,0,0,0.5830295,0.4039443,1.5094368,0,0.0385746,1.3357851,-0.2617221
2004-01-23,-0.005856532,0,0.000849419,0.002447808,-0.017051669,0,-0.012764342,-0.007485052,-0.011289541,-0.000986806,0,0.000753318,0,-0.01165293,-0.001927746,-0.008523157,-0.004143605,0,0,-0.004184918,-0.012932386,-0.006957894,-0.003651401,7.018258548,4.565389316,6.35803289,7.609817601,6.335869522,5.268940048,8.444663358,4.86753445,7.063578844,5.553230866,5.749361138,3.912023005,8.041551297,8.809041573,7.119133894,5.634253745,6.617001828,4.989820154,4.605170186,7.167377325,7.882020536,7.125323316,4.635893359,5.341630655,0,0,0,0,1,-0.01146,0,1,-0.5856532,0,0.0849419,0.2447808,-1.7051669,0,-1.2764342,-0.7485052,-1.1289541,-0.0986806,0,0.0753318,0,-1.165293,-0.1927746,-0.8523157,-0.4143605,0,0,-0.4184918,-1.2932386
2004-01-26,0.05581593,0,0.063865763,0.074667137,0.026824062,0.012684283,0.109199292,0.045565054,0.03349331,0.061570252,-0.03397052,0.001508148,0,0.011732936,0.003175229,0.056498395,0.035638069,0,0,0.043498444,0.039482133,0.072104137,0.056866832,7.074074478,4.565389316,6.421898652,7.682643724,6.410536659,5.29576411,8.457347641,4.976733742,7.109143898,5.586724176,5.81093139,3.878052486,8.043059445,8.809041573,7.13086683,5.637428974,6.673500223,5.025458223,4.605170186,7.167377325,7.92551898,7.164805449,4.707997496,5.398497487,1,0,0,0,0,0.01874,1,0,5.581593,0,6.3865763,7.4667137,2.6824062,1.2684283,10.9199292,4.5565054,3.349331,6.1570252,-3.397052,0.1508148,0,1.1732936,0.3175229,5.6498395,3.5638069,0,0,4.3498444,3.9482133
2004-01-27,0.04419291,0,0.018457602,-0.03309568,0.021325942,0.024170703,0.011451423,0.025754921,0.010882636,0.044427024,0,0.052511817,0.0131096,0.046396368,0,0.034864652,0.014735873,0,1.494136099,0.01890226,0.027271262,0.037456236,0.039333965,7.118267388,4.565389316,6.440356255,7.708877554,6.377440979,5.317090052,8.481518344,4.988185165,7.13489882,5.597606812,5.855358414,3.878052486,8.095571262,8.822151172,7.177263197,5.637428974,6.708364875,5.040194096,4.605170186,8.661513425,7.944421239,7.192076711,4.745453731,5.437831452,0,1,0,0,0,-0.01336,0,1,4.419291,0,1.8457602,-3.309568,2.1325942,2.4170703,1.1451423,2.5754921,1.0882636,4.4427024,0,5.2511817,1.31096,4.6396368,0,3.4864652,1.4735873,0,149.4136099,1.890226,2.7271262
2004-01-28,-0.007514124,0,-0.003997575,0.003460916,0.004455441,0.013746161,-0.023035501,-0.030204344,-0.010882636,-0.002811166,0,0.001425851,0,0.002448654,-0.001247483,-0.00716647,0.009533698,0,0.012110702,-0.012518631,-0.000888374,-0.011802384,-0.006645412,7.110753264,4.565389316,6.43635868,7.694738827,6.380901894,5.321545493,8.495264506,4.965149664,7.104694476,5.586724176,5.852547248,3.878052486,8.096997113,8.822151172,7.179711851,5.636181491,6.701198405,5.049727794,4.605170186,8.673624127,7.931902609,7.191188337,4.733651348,5.43118604,0,0,1,0,0,0.01449,1,0,-0.7514124,0,-0.3997575,0.3460916,0.4455441,1.3746161,-2.3035501,-3.0204344,-1.0882636,-0.2811166,0,0.1425851,0,0.2448654,-0.1247483,-0.716647,0.9533698,0,1.2110702,-1.2518631,-0.0888374
2004-01-29,-0.022895556,0,-0.021228988,0.000981803,-0.019833893,-0.082168184,-0.047580403,-0.003125594,-0.01104026,-0.015020903,0,0,0,-0.015726468,0.001247483,-0.029709912,-0.03119047,0,-0.000424265,-0.016894037,-0.034582775,-0.022231042,-0.014898988,7.087857709,4.565389316,6.415129692,7.667635446,6.381883697,5.3017116,8.413096321,4.917569261,7.101568882,5.575683916,5.837526345,3.878052486,8.096997113,8.822151172,7.163985383,5.637428974,6.671488493,5.018537324,4.605170186,8.673199862,7.915008572,7.156605563,4.711420306,5.416287051,0,0,0,1,0,0.01897,1,0,-2.2895556,0,-2.1228988,0.0981803,-1.9833893,-8.2168184,-4.7580403,-0.3125594,-1.104026,-1.5020903,0,0,0,-1.5726468,0.1247483,-2.9709912,-3.119047,0,-0.0424265,-1.6894037,-3.4582775
2004-01-30,0.011434865,0,0.009236775,-1.69E-05,0,0.045081203,0.024073162,0.005897541,0.04341175,0,0,0,0,-0.000348344,0,0.014559702,0.007446247,0,0,0.013285737,0.01345244,0.01242141,0.007587498,7.099292573,4.565389316,6.424366467,7.682321143,6.381866778,5.3017116,8.458177525,4.941642423,7.107466423,5.619095666,5.837526345,3.878052486,8.096997113,8.822151172,7.163637039,5.637428974,6.686048195,5.025983571,4.605170186,8.673199862,7.928294308,7.170058003,4.723841716,5.42387455,0,0,0,0,1,0.01366,1,0,1.1434865,0,0.9236775,-0.00169,0,4.5081203,2.4073162,0.5897541,4.341175,0,0,0,0,-0.0348344,0,1.4559702,0.7446247,0,0,1.3285737,1.345244
2004-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.099292573,4.565389316,6.424366467,7.682321143,6.381866778,5.3017116,8.458177525,4.941642423,7.107466423,5.619095666,5.837526345,3.878052486,8.096997113,8.822151172,7.163637039,5.637428974,6.686048195,5.025983571,4.605170186,8.673199862,7.928294308,7.170058003,4.723841716,5.42387455,1,0,0,0,0,-0.02484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-03,-0.040783807,0,-0.033270461,-0.001557817,-0.01415189,0,-0.074107972,-0.057075075,-0.065864801,-0.040223169,0,-0.024136686,0,-0.009646877,-0.001247483,-0.037983758,-0.031477659,0,0,-0.058170379,-0.002248819,-0.05597846,-0.054111323,7.058508766,4.565389316,6.391096006,7.625902342,6.38030896,5.28755971,8.458177525,4.86753445,7.050391348,5.553230866,5.797303176,3.878052486,8.072860428,8.822151172,7.153990162,5.636181491,6.648064438,4.994505912,4.605170186,8.673199862,7.870123929,7.167809184,4.667863255,5.369763227,0,1,0,0,0,0.00776,1,0,-4.0783807,0,-3.3270461,-0.1557817,-1.415189,0,-7.4107972,-5.7075075,-6.5864801,-4.0223169,0,-2.4136686,0,-0.9646877,-0.1247483,-3.7983758,-3.1477659,0,0,-5.8170379,-0.2248819
2004-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.058508766,4.565389316,6.391096006,7.625902342,6.38030896,5.28755971,8.458177525,4.86753445,7.050391348,5.553230866,5.797303176,3.878052486,8.072860428,8.822151172,7.153990162,5.636181491,6.648064438,4.994505912,4.605170186,8.673199862,7.870123929,7.167809184,4.667863255,5.369763227,0,0,1,0,0,-0.02906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.058508766,4.565389316,6.391096006,7.625902342,6.38030896,5.28755971,8.458177525,4.86753445,7.050391348,5.553230866,5.797303176,3.878052486,8.072860428,8.822151172,7.153990162,5.636181491,6.648064438,4.994505912,4.605170186,8.673199862,7.870123929,7.167809184,4.667863255,5.369763227,0,0,0,1,0,-0.01018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-06,0.017300098,0,0.008064493,0,-0.010772462,0,0.037740328,-0.005660614,0,0.028342887,0,0.001461695,0,0,-0.128697801,0.014224991,0.009910082,0,-7.87E-05,0.018776803,0.013767551,0.026599038,0.030298123,7.075808864,4.565389316,6.399160498,7.650616007,6.38030896,5.276787248,8.458177525,4.905274778,7.044730734,5.553230866,5.825646062,3.878052486,8.074322122,8.822151172,7.153990162,5.50748369,6.662289429,5.004415994,4.605170186,8.673121148,7.888900732,7.181576735,4.694462293,5.40006135,0,0,0,0,1,0.01738,1,0,1.7300098,0,0.8064493,0,-1.0772462,0,3.7740328,-0.5660614,0,2.8342887,0,0.1461695,0,0,-12.8697801,1.4224991,0.9910082,0,-0.00787,1.8776803,1.3767551
2004-02-09,-0.111361391,0,-0.086264839,-0.089036161,-0.057513089,-0.161997655,-0.16034265,-0.052211602,-0.046436985,-0.142882955,0,-0.03879389,0,-0.045582369,-0.014010809,-0.107686733,-0.099659869,0,-1.71E-06,-0.124379698,-0.094880608,-0.157570948,-0.160496609,6.964447473,4.565389316,6.31289566,7.500103745,6.291272799,5.219274159,8.29617987,4.744932128,6.992519132,5.506793881,5.682763107,3.878052486,8.035528232,8.822151172,7.108407792,5.493472881,6.554602696,4.904756125,4.605170186,8.673119437,7.764521034,7.086696128,4.536891345,5.239564741,1,0,0,0,0,-0.00412,0,1,-11.1361391,0,-8.6264839,-8.9036161,-5.7513089,-16.1997655,-16.034265,-5.2211602,-4.6436985,-14.2882955,0,-3.879389,0,-4.5582369,-1.4010809,-10.7686733,-9.9659869,0,-0.000171,-12.4379698,-9.4880608
2004-02-10,-0.04016945,0,-0.046340481,-0.051016448,-0.081712572,-0.005568634,-0.029384035,-0.040316438,-0.011964454,-0.027925809,0,-0.051300621,-0.016414779,-0.025145792,-0.003667763,-0.037153013,-0.022105729,0,1.71E-06,-0.050955289,-0.068992871,-0.028782872,-0.042012908,6.924278024,4.565389316,6.266555179,7.455518242,6.240256352,5.137561588,8.290611236,4.715548093,6.952202694,5.494829427,5.654837298,3.878052486,7.984227611,8.805736393,7.083262001,5.489805118,6.517449683,4.882650396,4.605170186,8.673121148,7.713565745,7.017703256,4.508108473,5.197551833,0,1,0,0,0,-0.00555,0,1,-4.016945,0,-4.6340481,-5.1016448,-8.1712572,-0.5568634,-2.9384035,-4.0316438,-1.1964454,-2.7925809,0,-5.1300621,-1.6414779,-2.5145792,-0.3667763,-3.7153013,-2.2105729,0,0.000171,-5.0955289,-6.8992871
2004-02-11,0.041047807,0,0.016944452,0.022570319,0.054895138,0,0.014755823,-0.06511962,0.023747336,0.038760151,0,0.000797144,0,-0.010806174,0.007363107,0.162476083,0.069225203,0,-8.04E-05,0.045472301,0.016693484,0.029639037,0.046298788,6.96532583,4.565389316,6.283499631,7.49596963,6.262826671,5.192456726,8.290611236,4.730303917,6.887083074,5.518576763,5.69359745,3.878052486,7.985024755,8.805736393,7.072455827,5.497168225,6.679925766,4.951875599,4.605170186,8.673040717,7.759038046,7.03439674,4.53774751,5.243850621,0,0,1,0,0,-0.01549,0,1,4.1047807,0,1.6944452,2.2570319,5.4895138,0,1.4755823,-6.511962,2.3747336,3.8760151,0,0.0797144,0,-1.0806174,0.7363107,16.2476083,6.9225203,0,-0.00804,4.5472301,1.6693484
2004-02-12,0.026917645,0,0.01497156,0.017194566,0.013909812,0.007298445,0.02904552,0.043831936,0,0.023857792,0,0.05202073,0,0.01106624,0.067505427,0.028390282,-0.023246049,0,8.04E-05,0.033670021,0.04925114,0.036757262,0.034784311,6.992243475,4.565389316,6.298471191,7.528197349,6.280021237,5.206366538,8.297909681,4.759349437,6.93091501,5.518576763,5.717455242,3.878052486,8.037045485,8.805736393,7.083522067,5.564673652,6.708316047,4.92862955,4.605170186,8.673121148,7.792708067,7.083647881,4.574504772,5.278634932,0,0,0,1,0,-0.01848,0,1,2.6917645,0,1.497156,1.7194566,1.3909812,0.7298445,2.904552,4.3831936,0,2.3857792,0,5.202073,0,1.106624,6.7505427,2.8390282,-2.3246049,0,0.00804,3.3670021,4.925114
2004-02-13,0.027473484,0,0.022045273,0.043172172,0.025704183,0.134653297,0.028142306,0.026249289,0.011685311,0.026829176,0,0.054615597,0,0.004026576,-0.001648615,0.039188317,0.026563504,0,0,0.034090153,0.022458132,0.024345486,0.032277779,7.019716959,4.565389316,6.320516464,7.560767729,6.323193409,5.232070721,8.432562977,4.787491743,6.957164299,5.530262074,5.744284418,3.878052486,8.091661081,8.805736393,7.087548643,5.563025037,6.747504364,4.955193054,4.605170186,8.673121148,7.82679822,7.106106013,4.598850257,5.310912711,0,0,0,0,1,7.00E-05,1,0,2.7473484,0,2.2045273,4.3172172,2.5704183,13.4653297,2.8142306,2.6249289,1.1685311,2.6829176,0,5.4615597,0,0.4026576,-0.1648615,3.9188317,2.6563504,0,0,3.4090153,2.2458132
2004-02-16,-0.00058132,0,0.014590978,-0.005523435,0.005753265,0,0,0.010443539,0.01155034,-0.000672441,0,-0.000716486,0,0.005465542,-0.003382407,-0.000434402,0.021885457,0,0,-0.010643262,-0.004364145,-0.007373398,-0.00751328,7.019135639,4.565389316,6.335107442,7.558271538,6.317669974,5.237823986,8.432562977,4.787491743,6.967607838,5.541812414,5.743611977,3.878052486,8.090944595,8.805736393,7.093014184,5.55964263,6.747069962,4.977078511,4.605170186,8.673121148,7.816154958,7.101741867,4.591476859,5.303399431,1,0,0,0,0,-0.02402,0,1,-0.058132,0,1.4590978,-0.5523435,0.5753265,0,0,1.0443539,1.155034,-0.0672441,0,-0.0716486,0,0.5465542,-0.3382407,-0.0434402,2.1885457,0,0,-1.0643262,-0.4364145
2004-02-17,0.008010272,0,0.020010146,-0.010482695,0.027246787,-0.032836621,0.027371947,-0.016572787,0,-0.000897292,0,0.000716486,0,-0.001696452,-0.005056462,0.00253331,0.011379339,0,0,0.002540765,0.01753772,0.002834584,0.001824034,7.027145911,4.565389316,6.355117587,7.566942285,6.30718728,5.265070773,8.399726356,4.81486369,6.951035051,5.541812414,5.742714685,3.878052486,8.091661081,8.805736393,7.091317732,5.554586168,6.749603271,4.988457849,4.605170186,8.673121148,7.818695724,7.119279588,4.594311443,5.305223464,0,1,0,0,0,0.01738,1,0,0.8010272,0,2.0010146,-1.0482695,2.7246787,-3.2836621,2.7371947,-1.6572787,0,-0.0897292,0,0.0716486,0,-0.1696452,-0.5056462,0.253331,1.1379339,0,0,0.2540765,1.753772
